key_0,Adj Close (^GSPC),DGS10 [%],T10YIE[%],Confirmed COVID-19 cases,Recovered COVID-19 cases,Deaths due to COVID-19 ,Initial unemployment claims (Seasonally adjusted),Weekly U.S. All Grades All Formulations Retail Gasoline Prices  (Dollars per Gallon),Weekly U.S. No 2 Diesel Retail Prices  (Dollars per Gallon)
2019-12-14,3168.800049,1.82,1.7,0,0,0,229000,2.627,3.046
2019-12-15,3168.800049,1.82,1.7,0,0,0,218000,2.627,3.046
2019-12-16,3191.449951,1.89,1.73,0,0,0,218000,2.627,3.046
2019-12-17,3192.52002,1.89,1.75,0,0,0,218000,2.621,3.041
2019-12-18,3191.139893,1.92,1.76,0,0,0,218000,2.621,3.041
2019-12-19,3205.370117,1.92,1.77,0,0,0,218000,2.621,3.041
2019-12-20,3221.219971,1.92,1.77,0,0,0,218000,2.621,3.041
2019-12-21,3221.219971,1.92,1.77,0,0,0,218000,2.621,3.041
2019-12-22,3221.219971,1.92,1.77,0,0,0,220000,2.621,3.041
2019-12-23,3224.01001,1.93,1.75,0,0,0,220000,2.621,3.041
2019-12-24,3223.379883,1.9,1.75,0,0,0,220000,2.658,3.069
2019-12-25,3223.379883,1.9,1.75,0,0,0,220000,2.658,3.069
2019-12-26,3239.909912,1.9,1.74,0,0,0,220000,2.658,3.069
2019-12-27,3240.02002,1.88,1.73,0,0,0,220000,2.658,3.069
2019-12-28,3240.02002,1.88,1.73,0,0,0,220000,2.658,3.069
2019-12-29,3240.02002,1.88,1.73,0,0,0,212000,2.658,3.069
2019-12-30,3221.290039,1.9,1.75,0,0,0,212000,2.658,3.069
2019-12-31,3230.780029,1.92,1.77,0,0,0,212000,2.665,3.079
2020-01-01,3230.780029,1.92,1.77,0,0,0,212000,2.665,3.079
2020-01-02,3257.850098,1.88,1.8,0,0,0,212000,2.665,3.079
2020-01-03,3234.850098,1.8,1.77,0,0,0,212000,2.665,3.079
2020-01-04,3234.850098,1.8,1.77,0,0,0,212000,2.665,3.079
2020-01-05,3234.850098,1.8,1.77,0,0,0,207000,2.665,3.079
2020-01-06,3246.280029,1.81,1.75,0,0,0,207000,2.665,3.079
2020-01-07,3237.179932,1.83,1.74,0,0,0,207000,2.657,3.064
2020-01-08,3253.050049,1.87,1.75,0,0,0,207000,2.657,3.064
2020-01-09,3274.699951,1.85,1.74,0,0,0,207000,2.657,3.064
2020-01-10,3265.350098,1.83,1.76,0,0,0,207000,2.657,3.064
2020-01-11,3265.350098,1.83,1.76,0,0,0,207000,2.657,3.064
2020-01-12,3265.350098,1.83,1.76,0,0,0,220000,2.657,3.064
2020-01-13,3288.129883,1.85,1.77,0,0,0,220000,2.657,3.064
2020-01-14,3283.149902,1.82,1.77,0,0,0,220000,2.625,3.037
2020-01-15,3289.290039,1.79,1.75,0,0,0,220000,2.625,3.037
2020-01-16,3316.810059,1.81,1.74,0,0,0,220000,2.625,3.037
2020-01-17,3329.620117,1.84,1.75,0,0,0,220000,2.625,3.037
2020-01-18,3329.620117,1.84,1.75,0,0,0,220000,2.625,3.037
2020-01-19,3329.620117,1.84,1.75,0,0,0,212000,2.625,3.037
2020-01-20,3329.620117,1.84,1.75,0,0,0,212000,2.625,3.037
2020-01-21,3320.790039,1.78,1.74,0,0,0,212000,2.595,3.01
2020-01-22,3321.75,1.77,1.72,1,0,0,212000,2.595,3.01
2020-01-23,3325.540039,1.74,1.7,1,0,0,212000,2.595,3.01
2020-01-24,3295.469971,1.7,1.68,2,0,0,212000,2.595,3.01
2020-01-25,3295.469971,1.7,1.68,2,0,0,212000,2.595,3.01
2020-01-26,3295.469971,1.7,1.68,5,0,0,201000,2.595,3.01
2020-01-27,3243.629883,1.61,1.63,5,0,0,201000,2.595,3.01
2020-01-28,3276.23999,1.65,1.65,5,0,0,201000,2.546,2.956
2020-01-29,3273.399902,1.6,1.64,5,0,0,201000,2.546,2.956
2020-01-30,3283.659912,1.57,1.64,5,0,0,201000,2.546,2.956
2020-01-31,3225.52002,1.51,1.65,7,0,0,201000,2.546,2.956
2020-02-01,3225.52002,1.51,1.65,8,0,0,201000,2.546,2.956
2020-02-02,3225.52002,1.51,1.65,8,0,0,204000,2.546,2.956
2020-02-03,3248.919922,1.54,1.63,11,0,0,204000,2.546,2.956
2020-02-04,3297.590088,1.61,1.64,11,0,0,204000,2.511,2.91
2020-02-05,3334.689941,1.66,1.66,11,0,0,204000,2.511,2.91
2020-02-06,3345.780029,1.65,1.67,11,0,0,204000,2.511,2.91
2020-02-07,3327.709961,1.59,1.66,11,0,0,204000,2.511,2.91
2020-02-08,3327.709961,1.59,1.66,11,0,0,204000,2.511,2.91
2020-02-09,3327.709961,1.59,1.66,11,3,0,215000,2.511,2.91
2020-02-10,3352.090088,1.56,1.66,11,3,0,215000,2.511,2.91
2020-02-11,3357.75,1.59,1.65,12,3,0,215000,2.518,2.89
2020-02-12,3379.449951,1.62,1.66,12,3,0,215000,2.518,2.89
2020-02-13,3373.939941,1.61,1.67,13,3,0,215000,2.518,2.89
2020-02-14,3380.159912,1.59,1.66,13,3,0,215000,2.518,2.89
2020-02-15,3380.159912,1.59,1.66,13,3,0,215000,2.518,2.89
2020-02-16,3380.159912,1.59,1.66,13,3,0,220000,2.518,2.89
2020-02-17,3380.159912,1.59,1.66,13,3,0,220000,2.518,2.89
2020-02-18,3370.290039,1.55,1.65,13,3,0,220000,2.555,2.882
2020-02-19,3386.149902,1.56,1.65,13,3,0,220000,2.555,2.882
2020-02-20,3373.22998,1.52,1.63,13,3,0,220000,2.555,2.882
2020-02-21,3337.75,1.46,1.61,15,5,0,220000,2.555,2.882
2020-02-22,3337.75,1.46,1.61,15,5,0,220000,2.555,2.882
2020-02-23,3337.75,1.46,1.61,15,5,0,217000,2.555,2.882
2020-02-24,3225.889893,1.38,1.59,51,5,0,217000,2.555,2.882
2020-02-25,3128.209961,1.33,1.53,51,6,0,217000,2.514,2.851
2020-02-26,3116.389893,1.33,1.54,57,6,0,217000,2.514,2.851
2020-02-27,2978.76001,1.3,1.53,58,6,0,217000,2.514,2.851
2020-02-28,2954.219971,1.13,1.41,60,7,0,217000,2.514,2.851
2020-02-29,2954.219971,1.13,1.41,68,7,1,217000,2.514,2.851
2020-03-01,2954.219971,1.13,1.41,74,7,1,211000,2.514,2.851
2020-03-02,3090.22998,1.1,1.41,98,7,6,211000,2.514,2.851
2020-03-03,3003.370117,1.02,1.45,118,7,7,211000,2.468,2.814
2020-03-04,3130.120117,1.02,1.46,149,7,11,211000,2.468,2.814
2020-03-05,3023.939941,0.92,1.4,217,7,12,211000,2.468,2.814
2020-03-06,2972.370117,0.74,1.31,262,7,14,211000,2.468,2.814
2020-03-07,2972.370117,0.74,1.31,402,7,17,211000,2.468,2.814
2020-03-08,2972.370117,0.74,1.31,518,7,21,282000,2.468,2.814
2020-03-09,2746.560059,0.54,0.99,583,7,22,282000,2.468,2.814
2020-03-10,2882.22998,0.76,1,959,8,28,282000,2.343,2.733
2020-03-11,2741.379883,0.82,0.96,1281,8,36,282000,2.343,2.733
2020-03-12,2480.639893,0.88,0.92,1663,12,40,282000,2.343,2.733
2020-03-13,2711.02002,0.94,0.9,2179,12,47,282000,2.343,2.733
2020-03-14,2711.02002,0.94,0.9,2727,12,54,282000,2.343,2.733
2020-03-15,2711.02002,0.94,0.9,3499,12,63,3307000,2.343,2.733
2020-03-16,2386.129883,0.73,0.73,4632,17,85,3307000,2.343,2.733
2020-03-17,2529.189941,1.02,0.63,6421,17,108,3307000,2.217,2.659
2020-03-18,2398.100098,1.18,0.63,7783,105,118,3307000,2.217,2.659
2020-03-19,2409.389893,1.12,0.5,13677,121,200,3307000,2.217,2.659
2020-03-20,2304.919922,0.92,0.75,19100,147,244,3307000,2.217,2.659
2020-03-21,2304.919922,0.92,0.75,25489,176,307,3307000,2.217,2.659
2020-03-22,2304.919922,0.92,0.75,33276,178,417,6648000,2.217,2.659
2020-03-23,2237.399902,0.76,0.8,43847,178,557,6648000,2.217,2.659
2020-03-24,2447.330078,0.84,0.97,53740,348,706,6648000,2.103,2.586
2020-03-25,2475.560059,0.88,1.07,65778,361,942,6648000,2.103,2.586
2020-03-26,2630.070068,0.83,1.07,83836,681,1209,6648000,2.103,2.586
2020-03-27,2541.469971,0.72,0.94,101657,869,1581,6648000,2.103,2.586
2020-03-28,2541.469971,0.72,0.94,121478,1072,2026,6648000,2.103,2.586
2020-03-29,2541.469971,0.72,0.94,140886,2665,2467,,2.103,2.586
2020-03-30,2626.649902,0.7,0.95,161807,5644,2978,,2.103,2.586
2020-03-31,2584.590088,0.7,0.87,188172,7024,3873,,,
2020-04-01,2470.5,0.62,0.91,213372,8474,4757,,,
2020-04-02,2526.899902,0.63,1.03,243453,9001,5926,,,
2020-04-03,2488.649902,0.63,1.08,,,,,,
